,id,date,user_id,username,name,tweet,replies_count,retweets_count,likes_count
65,1509074925654532099,2022-03-30,1162694149956603904,thebridge_tech,The Bridge,"A partir de las 11h nuestro CEO @ikerarceseco participa en el #ForoVocentoEducacion en el debate ""Formación para el futuro y las nuevas profesiones que vienen"" organizado por @Vocento (@vocentoeventos) y @KreabEspana. Síguelo🔴EN DIRECTO ➡  https://t.co/JFh6RBMBd4  https://t.co/RJvjrxULch",0,0,4
66,1509622664297693189,2022-03-31,1162694149956603904,thebridge_tech,The Bridge,"Cuando piensas en un hacker... ¿Te imaginas a una mujer? 🤔 ""Son muy pocas las mujeres que deciden apostar por estudios de tecnología, hay que fomentar la inclusión de las mujeres en un mercado laboral con un futuro muy prometedor"", explica @ikerarceseco 👩‍💻 https://t.co/UQgHL1tLCQ",0,0,0
67,1511328611755827200,2022-04-05,1102950803843751936,assemblerinstit,Assembler Institute of Technology,"@raulcotrina @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders @codeworks @geeks_academy @penascalf5 Muy buenas Raúl, nos parece una idea increíble. ¿Me dices donde te pasamos la información de los cursos que tenemos actualmente?",1,0,0
68,1511329612260950019,2022-04-05,41110484,raulcotrina,Raúl Cotrina,@assemblerinstit @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders @codeworks @geeks_academy @penascalf5 Hola. Lo tenemos en formato Json en Git.  https://t.co/x2dnE2VFAB Podéis hacer un PR ;),0,0,4
69,1511613451063410690,2022-04-06,1162694149956603904,thebridge_tech,The Bridge,"@AndreaMaganRey Hola Andrea ¡Qué gran trabajo! Estamos encantados de pasarte información para que puedas completar ese listado, te mandamos un DM 👏",0,0,0
70,1511633207061630980,2022-04-06,127000294,beajmnz,Bea Jimenez,@TheBridge_Tech ¡A vuestra disposición! ¡Muchas gracias!,0,0,0
71,1511970979324518406,2022-04-07,1162694149956603904,thebridge_tech,The Bridge,En dos semanas empezamos los bootcamps Part Time (compatibles con trabajo/estudios) en #Sevilla y en @ENCamaraSevilla ya hay quién ha empezado a calentar!!💪 ¿Preparados para lo que viene? 👉 https://t.co/1KbOQQK8iw,0,0,0
72,1512007299187027971,2022-04-07,227327854,burn_es,BURN España 🔥,"Nos han contado que en @TheBridge_Tech se lo curran mucho... Hemos colado algún que otro BURN, ¿os viene bien una ayudita de energía? 🔋🔥",1,1,6
73,1512026991578566657,2022-04-07,1162694149956603904,thebridge_tech,The Bridge,@burn_es ¿Algún que otro? 😝 Toda energía extra es bienvenida y necesaria 🔋🔥 ¡Gracias @burn_es! Pronto haremos buen uso de ella...  https://t.co/p0uELS5eIf,0,0,0
74,1513473323589672963,2022-04-11,1162694149956603904,thebridge_tech,The Bridge,"📅El 25 de abril estrenamos los #BurnMondays🔥, con la colaboración de @burn_es, una oportunidad para que nuestr@s alum@s puedan presentar sus proyectos, hacer un taller... En definitiva, mostrar su talento al🌎 ¡Save the date! ➡ Entradas  https://t.co/yzVCLHZXVd   #bootcamps  https://t.co/yZuTjBCGIf",0,1,0
